customer_id,company_name,company_size_headcount,segment,revenue_band_gbp,industry_vertical,industry_sub_vertical,hq_region,num_sites,num_countries,ownership_type,parent_group_structure,regulatory_regime,ma_activity_flag_12m,leadership_change_flag_12m,funding_stage,employee_growth_rate_yoy,remote_hybrid_ratio,owns_sdwan,owns_swg,owns_fwaas,owns_casb,owns_ztna,owns_dlp,owns_dem,owns_browser_isolation,owns_email_security,owns_cspm,owns_sspm,owns_sandboxing_atp,owns_mdr,primary_vendor,multi_vendor_flag,deployment_model,contract_value_gbp,contract_length_months,months_since_contract_start,months_until_renewal,num_active_skus,bundle_vs_ala_carte,product_adoption_rate,feature_adoption_rate,concurrent_users_pct,licensed_vs_active_seats_ratio,bandwidth_utilisation_trend,peak_vs_avg_usage_ratio,policy_rule_count,api_usage_volume,admin_login_frequency,num_active_admins,unused_license_pct,overage_incidents_12m,mobile_remote_endpoint_ratio,cloud_app_usage_volume,shadow_it_events_12m,genai_llm_traffic_volume,api_integration_count,config_drift_events,throughput_growth_rate,self_service_portal_logins,support_tickets_last_12m,avg_ticket_severity,ticket_resolution_time_avg_hrs,repeat_ticket_rate,escalation_count_12m,sla_breach_count_12m,nps_score,csat_score,qbr_frequency,days_since_last_qbr,days_since_last_exec_touchpoint,onboarding_completion_days,time_to_first_value_days,security_incidents_last_12m,incident_severity_distribution,breach_risk_score,threats_blocked_trend,false_positive_rate,mean_time_to_detect_hrs,mean_time_to_respond_hrs,phishing_sim_click_rate,vuln_scan_findings_trend,compliance_audit_findings,cyber_insurance_renewal_flag,peer_breach_disclosure_flag,acv_trend_pct,payment_on_time_pct,discount_level_pct,upsell_history_count_24m,downsell_history_count_24m,negotiation_intensity_flag,budget_cycle_month,procurement_complexity_flag,multi_year_commitment_flag,competitive_rfp_flag_12m,champion_identified_flag,champion_seniority_level,num_engaged_stakeholders,decision_maker_turnover_12m,exec_sponsor_engagement_level,tech_vs_business_buyer_ratio,account_team_tenure_months,cross_sell_conversation_count,reference_willingness_flag,event_webinar_attendance_12m,industry_avg_adoption_rate,peer_cohort_penetration_pct,industry_regulatory_pressure_trend,industry_threat_landscape_severity,competitor_product_presence_flag,industry_ma_consolidation_trend,industry_cloud_migration_maturity,industry_remote_work_trend,recent_funding_round_flag,recent_breach_disclosed_flag,security_it_hiring_signal,cloud_migration_announcement_flag,digital_transformation_flag,expansion_announcement_flag,regulatory_investigation_flag,security_leadership_hire_flag,tech_stack_change_signal,esg_certification_pursuit_flag,website_product_page_visits,content_downloads_12m,webinar_registrations_12m,email_engagement_rate,rep_touch_frequency,proposal_quote_requests_12m,competitor_comparison_page_visits,pricing_page_visits,adoption_rate_trend_3m,adoption_rate_trend_12m,ticket_volume_trend,usage_trend_6m,nps_trend,security_incident_trend,seasonality_adjusted_usage,days_since_last_product_addition,upsell_velocity,renewal_risk_trajectory,engagement_recency_decay_score,churn_risk_flag,upsell_target_ngfw,upsell_target_ztna,upsell_target_dlp,upsell_target_casb,upsell_target_dem,upsell_target_browser,upsell_target_email_sec,upsell_target_cspm,upsell_target_mdr
2065,Anchor Ltd,656,Mid-Market,20500000,Logistics,Logistics - Sub3,North,8,2,Private,Standalone,GDPR,No,No,N/A,4.2,48.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Cato Networks,No,Co-Managed,18200,24,8,24,2,Bundle,51.8,48.2,60.9,1.21,-6.2,1.91,1,90,19,2,41.4,1,47.0,54,11,117,6,1,24.7,8,24,Medium,37.3,14.3,1,1,41,53.4,Quarterly,4,11,64,25,4,Mostly Low,39,71.9,19.9,1.58,14.36,24.9,7.3,1,Yes,Yes,3.9,100.0,26.7,0,0,Medium,Oct,Medium,No,No,No,Director,1,No,Low,1.17,41,2,No,1,46.7,28.1,Stable,Medium,Yes,Low,49.0,Stable,Yes,No,High,No,No,No,No,No,Yes,No,7,1,2,41.0,5,3,0,1,2.1,4.7,6.1,-7.6,2.5,-1.7,-10.1,15,14.2,Stable,22.5,No,0,0,1,0,1,0,0,0,1
2066,Zenith Industries,2039,Public Sector,61900000,Energy,Energy - Sub1,East Anglia,16,5,Private,Subsidiary,GDPR,No,Yes,N/A,15.1,56.1,0,0,0,0,0,1,0,0,0,0,0,0,0,Palo Alto Networks,Yes,Self-Managed,54300,24,16,8,3,Bundle,57.5,56.7,27.8,1.33,-12.5,2.13,16,691,39,4,53.4,2,60.3,57,10,280,4,1,9.2,4,13,Medium,7.9,31.5,1,0,36,59.0,Monthly,107,106,42,20,3,Mostly Low,38,-15.0,20.1,0.21,12.94,33.3,-16.9,1,Unknown,No,5.9,94.7,1.7,0,0,Medium,Apr,High,Yes,No,Yes,Director,1,No,None,2.84,22,1,No,1,62.5,40.3,Stable,Medium,Yes,Low,69.8,Stable,No,No,Medium,No,No,No,No,Yes,No,No,4,0,2,27.5,4,1,0,1,-4.3,-9.7,-4.6,13.1,11.9,2.3,-21.7,17,31.1,Improving,42.6,No,0,0,0,0,0,1,1,0,0
2067,Halo PLC,321,Mid-Market,10100000,Public Sector,Public Sector - Sub2,Scotland,3,1,Private,Standalone,GDPR,No,No,Post-IPO,7.0,59.1,0,0,0,0,0,1,0,0,0,1,0,0,0,Palo Alto Networks,No,Fully Managed,36700,24,1,8,5,A la carte,63.9,53.6,59.4,1.9,10.1,2.41,20,36,2,1,40.5,2,69.4,45,9,43,2,1,-11.6,7,9,Medium,48.5,8.1,0,0,57,49.1,Quarterly,46,3,60,40,2,Mixed,16,-15.2,4.3,6.06,9.24,16.5,12.5,1,Yes,No,10.2,68.8,6.1,0,1,Medium,Apr,High,No,No,No,None,1,Yes,Low,1.22,3,0,No,1,54.5,59.1,Stable,Medium,Unknown,Low,92.3,Increasing,No,No,Medium,No,No,No,No,No,No,No,3,1,1,4.0,8,3,0,0,4.7,13.1,-2.8,11.2,7.9,-12.2,12.6,71,13.8,Stable,82.1,No,0,1,0,0,0,0,0,0,0
2068,Cascade & Co,1793,Public Sector,60100000,Legal,Legal - Sub1,South East,22,4,Private,Subsidiary,GDPR,No,No,N/A,5.3,22.1,0,1,0,0,0,0,0,0,0,0,0,0,0,Versa Networks,No,Fully Managed,96900,12,22,16,1,Bundle,60.2,55.2,52.0,2.09,-8.7,2.75,23,130,2,9,47.9,1,16.7,97,8,200,2,2,13.1,7,12,Medium,51.9,4.2,2,0,62,71.4,Ad-hoc,19,323,49,15,3,Mixed,21,18.6,23.9,1.43,15.21,5.2,30.5,4,Unknown,No,6.7,77.7,13.1,1,2,Low,Jul,Low,Yes,No,Yes,Director,2,No,Medium,1.72,18,1,Yes,5,67.3,46.9,Increasing,Medium,No,High,65.5,Stable,No,No,High,No,No,No,No,No,No,No,8,4,3,19.2,11,1,0,2,-2.8,-8.4,-8.0,-0.1,-0.6,-4.1,-7.0,117,5.0,Improving,32.8,No,0,0,1,1,1,0,0,0,0
2069,Nova Industries,1320,Corporate,58300000,Legal,Legal - Sub2,Midlands,7,1,Public,Standalone,GDPR,No,Yes,N/A,25.5,42.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Zscaler,No,Fully Managed,78800,24,6,11,3,A la carte,73.7,64.7,63.8,2.07,-9.3,1.23,1,3,44,5,41.5,1,40.6,63,8,401,0,1,15.3,3,12,Medium,28.0,0.0,2,1,32,64.0,Annually,111,32,37,24,3,Mixed,19,-8.9,27.8,1.88,33.33,8.3,3.3,3,No,No,29.2,88.4,3.3,0,0,High,Apr,High,No,Yes,Yes,Manager,2,Yes,Medium,2.25,3,1,No,3,60.7,41.6,Stable,Medium,No,High,77.1,Stable,No,No,Medium,No,No,No,No,No,Yes,No,0,1,1,28.1,4,0,0,0,5.7,17.3,-12.1,4.5,10.2,-10.3,-8.6,293,11.8,Worsening,82.9,No,1,1,1,0,0,1,0,0,1
2070,Summit Solutions,360,Mid-Market,15600000,Legal,Legal - Sub1,North West,4,1,Private,Subsidiary,GDPR,No,No,Private Equity,9.2,41.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Versa Networks,No,Fully Managed,19700,12,1,14,3,A la carte,70.1,44.3,53.9,0.84,10.0,2.27,1,181,8,1,5.2,1,41.4,20,3,687,2,2,16.4,0,13,Low,29.1,7.3,3,0,66,95.5,Quarterly,190,24,63,48,1,Mostly High,5,19.3,24.0,7.73,16.12,6.0,-17.3,4,Yes,No,44.3,89.2,8.9,0,0,High,Apr,Low,No,No,Yes,Director,3,No,Medium,1.06,2,1,Yes,1,45.8,50.6,Stable,High,Unknown,Medium,19.1,Increasing,No,No,Medium,No,Yes,No,No,No,No,No,7,2,0,13.3,3,0,1,3,5.1,12.4,-3.4,14.7,1.7,0.1,-0.1,35,8.2,Stable,70.6,No,1,1,1,0,0,1,0,0,1
2071,Orbit Ltd,93,SMB,2800000,Professional Services,Professional Services - Sub1,North,1,1,PE-Backed,Standalone,GDPR,No,No,N/A,9.5,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,Cato Networks,Yes,Fully Managed,13800,12,37,7,1,A la carte,84.4,54.4,58.9,1.87,17.7,3.23,19,88,9,1,7.3,0,12.1,46,3,169,4,1,21.4,0,11,Low,12.2,6.1,1,0,46,75.7,Quarterly,130,194,52,22,3,Mostly Low,5,-4.2,7.1,3.02,9.75,30.5,21.8,2,Unknown,Yes,-30.0,100.0,6.7,2,0,Low,Jan,Low,Yes,No,Yes,Director,4,Yes,None,1.9,3,1,No,0,44.3,34.2,Increasing,Low,Unknown,High,60.8,Stable,No,No,Low,Yes,No,No,No,No,No,No,4,0,1,29.0,3,2,0,0,7.7,22.5,-6.6,3.9,1.3,-8.4,-5.5,184,17.5,Improving,22.5,No,1,0,0,0,0,0,0,0,1
2072,Argent Solutions,546,Mid-Market,15400000,Public Sector,Public Sector - Sub2,London,3,1,Public,Subsidiary,GDPR,No,No,N/A,13.0,60.8,0,0,0,0,0,0,0,0,0,0,1,0,0,Cisco,No,Fully Managed,31800,36,8,23,1,A la carte,44.6,35.0,65.0,1.39,-6.1,2.3,25,301,13,2,45.4,4,62.3,79,23,158,7,1,27.0,8,24,Low,36.7,21.2,2,0,23,43.9,Monthly,45,51,52,12,2,Mixed,49,21.9,18.8,2.92,3.3,13.3,-39.5,2,No,No,24.8,96.1,23.9,0,0,Medium,Jan,Medium,No,Yes,Yes,Director,3,No,Low,0.76,13,0,No,0,44.9,58.6,Stable,Medium,Unknown,High,60.4,Increasing,Yes,No,None,No,No,No,No,No,No,No,12,2,0,17.4,4,1,1,1,-11.0,-37.9,-7.7,-9.1,17.6,6.5,-4.2,55,15.5,Worsening,64.1,No,0,0,0,1,0,0,1,0,0
2073,Anchor PLC,545,Corporate,28900000,Energy,Energy - Sub1,Northern Ireland,4,1,Private,Standalone,GDPR,No,No,Post-IPO,16.1,26.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Cisco,No,Fully Managed,25700,12,5,9,1,A la carte,79.1,57.0,77.2,1.07,-18.1,1.42,1,19,12,1,3.9,0,29.7,45,4,95,2,2,8.2,5,11,High,29.4,0.8,0,0,56,62.6,Monthly,111,60,28,21,0,Mixed,26,32.4,12.0,16.9,17.7,30.4,-2.5,2,Yes,No,9.7,92.0,13.6,1,0,High,Jan,Low,Yes,Yes,Yes,Manager,2,No,None,0.3,3,3,No,1,61.7,21.2,Stable,High,Yes,Low,53.3,Increasing,No,No,Medium,No,No,No,No,No,No,No,18,1,1,12.6,4,1,1,2,-1.9,-4.2,-1.0,-0.1,-5.7,-8.0,-14.6,18,2.6,Stable,46.7,No,0,0,1,0,1,0,1,0,1
2074,Halo Corp,27,SMB,600000,Public Sector,Public Sector - Sub1,London,1,1,PE-Backed,Subsidiary,GDPR,No,No,Post-IPO,16.2,58.6,1,0,0,0,0,0,0,0,0,0,0,0,0,Cisco,Yes,Self-Managed,15900,36,63,9,2,Bundle,64.1,63.9,55.8,1.19,-0.6,1.16,15,109,7,1,39.6,0,52.1,63,5,211,2,4,6.4,1,19,High,51.0,22.7,3,0,38,54.8,Ad-hoc,172,169,38,36,3,Mostly Low,10,11.4,11.4,0.69,4.04,10.3,21.4,2,No,No,5.7,97.3,6.1,0,0,Medium,Oct,High,Yes,No,Yes,None,3,No,Medium,0.2,5,4,Yes,5,71.4,27.4,Decreasing,Medium,No,Medium,21.4,Increasing,No,No,Medium,No,No,Yes,No,No,No,No,8,2,2,28.1,4,1,0,1,-0.8,-2.8,-4.6,-8.4,-6.8,-7.7,0.2,7,17.4,Stable,53.9,No,0,1,1,0,0,1,0,1,1
2075,Fusion Solutions,584,Mid-Market,23700000,Professional Services,Professional Services - Sub3,Northern Ireland,4,1,Private,Subsidiary,GDPR,No,No,N/A,26.6,29.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Cisco,No,Fully Managed,10400,24,19,24,1,A la carte,72.3,46.4,59.1,0.8,14.2,1.98,1,203,12,1,18.3,1,21.6,31,7,65,3,2,-15.4,0,13,High,21.7,15.0,1,0,50,60.3,Quarterly,75,93,45,45,6,Mostly Low,28,-19.1,17.8,1.38,2.6,11.8,14.1,2,No,No,-23.7,89.7,14.4,0,1,Low,Jul,Medium,No,No,No,Director,3,No,Low,2.06,24,0,Yes,1,68.2,73.7,Increasing,High,No,High,37.3,Stable,No,No,None,Yes,No,No,No,No,No,No,8,2,1,22.9,10,2,2,1,9.3,18.8,-6.5,11.1,10.2,1.8,11.5,35,32.1,Stable,27.6,No,1,0,1,0,0,0,1,0,1
2076,Argent Industries,336,Mid-Market,13700000,Energy,Energy - Sub3,London,2,1,Private,Subsidiary,GDPR,No,No,Private Equity,-7.4,85.8,1,1,0,0,0,0,1,0,0,0,0,0,0,Cisco,No,Fully Managed,48600,12,10,12,3,Bundle,55.1,53.7,86.1,1.29,10.0,3.03,25,20,10,2,39.4,1,91.4,29,6,581,3,1,9.3,4,21,Low,35.7,3.7,4,0,40,64.5,Quarterly,7,143,44,35,3,Mostly Low,33,36.0,16.2,7.9,24.13,1.6,-38.1,4,No,No,31.7,87.9,0.0,1,2,Low,Jul,High,No,No,Yes,Manager,2,Yes,None,2.69,25,2,No,3,48.6,35.6,Increasing,Medium,No,Low,10.0,Decreasing,Yes,Yes,Low,No,No,Yes,No,No,Yes,No,11,1,1,29.7,5,0,0,1,-0.4,-0.8,-3.3,15.0,5.7,-11.7,-4.4,262,2.0,Improving,47.9,No,0,1,0,0,0,0,1,0,0
2077,Sterling Holdings,2241,Public Sector,96300000,Professional Services,Professional Services - Sub1,Wales,12,1,Private,Standalone,GDPR,No,No,N/A,11.9,39.4,0,0,1,0,0,0,0,1,0,1,0,0,0,Fortinet,No,Fully Managed,121400,24,26,18,6,A la carte,26.6,22.8,65.7,1.62,-5.5,2.03,38,62,0,3,73.1,0,42.9,57,10,230,4,0,3.8,9,27,Low,12.4,22.8,0,1,0,24.0,Ad-hoc,17,112,27,25,3,Mostly Low,73,-6.0,23.3,2.6,12.99,18.8,-40.2,3,Yes,No,-14.4,84.0,21.1,2,0,Medium,Jan,Medium,Yes,No,Yes,Director,1,Yes,High,1.88,2,0,Yes,1,55.8,22.1,Increasing,High,No,Low,69.2,Stable,No,Yes,None,Yes,Yes,No,No,No,No,Yes,1,1,2,13.1,9,0,0,1,-6.9,-14.4,13.4,-12.0,-7.0,-6.2,25.8,40,17.2,Worsening,41.8,Yes,0,0,0,0,0,0,1,0,0
2078,Orbit Holdings,1968,Corporate,109100000,Financial Services,Financial Services - Sub3,South East,17,4,PE-Backed,Standalone,FCA/PCI,No,No,N/A,6.8,83.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Versa Networks,No,Fully Managed,111800,12,6,4,3,A la carte,35.1,33.4,5.0,0.84,10.5,1.63,1,320,1,6,64.8,2,78.1,86,15,5,2,3,8.3,1,15,Low,10.9,28.4,1,1,31,45.7,Annually,6,25,50,22,7,Mostly Low,78,21.7,4.7,20.99,26.84,17.7,-9.5,3,Yes,No,22.5,54.5,3.2,0,0,Medium,Oct,Medium,Yes,No,Yes,Manager,3,No,None,1.47,4,3,No,1,55.6,34.3,Increasing,High,Yes,Medium,53.4,Increasing,No,No,High,No,Yes,No,No,Yes,No,No,7,1,2,42.0,12,0,0,2,-3.7,-8.4,-8.0,12.4,4.9,0.1,5.2,125,19.6,Stable,38.1,No,0,0,0,0,0,0,0,0,1
2079,Fusion Industries,737,Corporate,33100000,Financial Services,Financial Services - Sub2,North West,9,1,Private,Subsidiary,FCA/PCI,No,No,N/A,4.4,41.5,0,0,0,0,0,1,0,0,0,0,0,0,0,Palo Alto Networks,No,Fully Managed,44300,12,11,7,3,A la carte,55.9,34.6,35.2,0.97,-5.5,1.39,12,36,6,1,56.2,0,37.7,35,9,34,1,2,-12.7,3,18,Low,36.2,3.2,1,1,13,45.1,Quarterly,16,9,41,31,4,Mostly Low,26,-23.2,4.4,9.7,10.1,12.9,-33.0,1,Yes,Yes,2.7,88.7,18.5,0,1,Medium,Apr,Medium,Yes,No,Yes,Manager,1,No,High,1.97,13,0,No,1,52.3,39.5,Increasing,Medium,Yes,Medium,57.0,Stable,No,Yes,None,No,No,No,No,Yes,No,No,4,2,2,59.6,5,0,0,1,2.7,9.4,1.7,7.9,-9.0,5.8,1.0,453,18.7,Worsening,46.8,No,0,0,0,0,0,0,1,0,0
2080,Vertex Ltd,1741,Enterprise,102600000,Professional Services,Professional Services - Sub1,East Anglia,11,2,Private,Subsidiary,GDPR,No,No,N/A,17.1,43.9,0,0,0,0,0,0,0,1,0,0,0,0,0,Fortinet,No,Fully Managed,58900,12,23,19,1,A la carte,53.8,39.2,54.0,1.2,-11.5,3.31,18,66,8,7,49.5,0,46.4,33,2,40,5,1,16.2,4,16,Low,25.2,23.8,3,0,66,59.4,Quarterly,11,15,28,37,0,Mostly Low,33,11.4,2.2,4.09,16.13,16.1,2.8,1,Yes,No,8.2,86.0,11.4,1,0,Low,Apr,Medium,Yes,No,Yes,Director,5,No,None,2.84,15,1,Yes,2,53.0,26.1,Increasing,Medium,Unknown,High,94.8,Increasing,No,No,Low,No,No,No,Yes,No,No,No,5,3,0,23.8,3,1,0,1,1.5,3.6,4.6,-5.7,0.9,-5.3,-26.4,16,18.2,Stable,48.2,No,0,0,0,0,0,0,0,0,0
2081,Sterling Solutions,834,Mid-Market,45700000,Utilities,Utilities - Sub3,Wales,8,1,Public,Subsidiary,GDPR,No,No,N/A,23.6,76.3,1,0,1,0,0,0,0,0,0,0,0,0,0,Palo Alto Networks,No,Self-Managed,50000,24,20,6,3,A la carte,34.3,24.1,67.6,1.93,26.7,1.0,26,148,18,1,48.4,0,69.0,44,10,386,3,5,18.0,1,25,Low,36.1,19.1,8,4,-11,32.9,Annually,45,35,60,24,4,Mostly Low,49,-18.7,16.5,5.53,8.41,1.0,21.2,3,No,No,-22.4,100.0,13.4,2,1,Medium,Oct,Low,No,No,No,None,7,No,Medium,1.7,3,2,No,1,68.7,51.2,Stable,Medium,No,Medium,44.5,Stable,No,No,Low,No,No,No,No,No,No,No,6,4,0,7.7,8,0,0,1,0.4,0.9,5.6,-18.9,-7.5,12.1,-18.6,285,11.0,Stable,41.7,Yes,0,0,1,1,1,0,0,0,1
2082,Ironwood Corp,1710,Corporate,48900000,Insurance,Insurance - Sub2,Wales,10,3,Private,Subsidiary,GDPR,No,Yes,N/A,0.9,26.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Fortinet,No,Co-Managed,51400,24,9,24,1,A la carte,83.3,81.0,78.9,0.8,22.5,1.85,1,35,2,4,11.1,0,17.0,76,15,571,4,5,-4.0,1,11,Medium,16.1,21.6,2,1,42,76.6,Ad-hoc,116,72,45,23,1,Mixed,5,52.3,13.4,6.29,14.76,38.8,-5.5,1,Unknown,No,-16.8,96.7,15.1,1,0,Medium,Oct,Medium,No,No,Yes,Director,5,No,None,2.49,84,4,No,3,53.8,47.4,Increasing,High,Unknown,High,32.0,Stable,No,No,None,Yes,No,No,No,No,No,Yes,0,1,1,0.0,3,1,0,0,10.8,23.5,-2.8,19.0,10.4,-0.4,-14.7,202,2.0,Worsening,34.9,No,1,1,0,0,0,0,1,0,1
2083,Ironwood Systems,66,SMB,2000000,Healthcare,Healthcare - Sub1,South East,1,1,Private,Standalone,HIPAA-equiv,No,No,Post-IPO,28.2,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zscaler,No,Fully Managed,8000,12,11,2,3,A la carte,78.4,78.2,24.8,1.53,-8.9,1.41,1,115,7,1,14.8,0,28.3,26,4,375,1,3,11.7,5,13,High,24.1,11.4,0,1,73,58.7,Annually,88,21,5,7,2,Mixed,16,0.1,22.9,23.19,34.03,44.7,-10.0,2,No,No,26.8,100.0,8.2,1,0,High,Apr,Medium,No,No,Yes,Manager,5,No,High,1.75,2,1,No,0,48.0,5.0,Increasing,Medium,No,Low,78.5,Increasing,Yes,No,None,No,Yes,No,No,No,No,Yes,7,1,1,0.0,10,0,0,2,2.8,10.0,2.3,24.5,12.2,-4.0,-26.4,142,14.1,Stable,67.7,No,1,1,1,1,1,1,1,1,0
2084,Vertex Partners,939,Corporate,31700000,Technology,Technology - Sub1,Northern Ireland,5,1,PE-Backed,Standalone,GDPR,No,Yes,N/A,-9.2,55.8,0,0,1,0,0,0,0,1,0,0,0,0,0,Palo Alto Networks,No,Fully Managed,58600,12,11,24,2,A la carte,31.4,28.1,41.4,1.43,12.6,2.0,38,38,17,2,80.0,1,63.0,48,4,402,1,2,-2.2,13,24,Low,31.4,12.0,3,1,29,35.1,Ad-hoc,113,172,5,19,3,Mostly High,67,-38.7,3.6,4.38,15.02,20.0,-16.6,0,Yes,No,4.4,80.8,8.6,0,0,Medium,Jul,Low,Yes,No,No,None,2,No,Low,0.5,68,1,No,1,48.8,31.5,Increasing,High,Yes,Medium,75.3,Stable,No,No,Medium,Yes,No,No,No,No,No,No,6,5,1,21.4,6,1,0,0,-5.7,-22.2,-2.8,-0.7,7.3,-2.0,-6.5,48,10.9,Improving,22.7,Yes,0,1,0,0,0,0,0,0,0
2085,Anchor & Co,63,SMB,2200000,Public Sector,Public Sector - Sub3,North,1,1,Private,Standalone,GDPR,No,No,Post-IPO,15.1,53.1,1,0,0,0,0,0,0,0,0,0,0,0,0,Fortinet,No,Fully Managed,10000,24,71,17,1,Bundle,65.8,54.1,60.3,1.51,-15.5,2.03,12,189,5,1,45.7,2,49.9,24,2,166,5,0,-18.7,8,26,Low,55.8,18.9,2,1,20,57.7,Quarterly,106,21,30,5,4,Mostly Low,44,49.7,6.4,8.38,20.16,10.4,-29.8,2,Yes,No,35.1,97.2,11.7,1,1,Low,Jan,Medium,Yes,No,Yes,Director,6,No,Low,1.27,3,2,No,0,15.0,33.1,Stable,High,No,Medium,84.0,Decreasing,Yes,No,Medium,No,No,Yes,No,No,Yes,No,1,1,1,22.4,7,0,0,0,1.1,2.7,-1.4,7.0,-1.9,-2.7,-3.0,190,13.6,Stable,56.1,No,0,1,0,0,0,1,1,1,0
2086,Nova Systems,785,Corporate,33100000,Professional Services,Professional Services - Sub1,Wales,5,1,PE-Backed,Subsidiary,GDPR,No,No,N/A,-2.7,45.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Zscaler,No,Fully Managed,42200,24,26,11,3,A la carte,64.7,42.6,48.6,0.8,26.7,2.61,1,193,15,3,34.5,2,40.8,25,4,16,3,4,-9.4,6,15,Medium,12.0,2.4,2,3,31,68.7,Monthly,99,116,47,51,1,Mostly High,22,32.5,0.0,0.37,11.47,17.9,-10.5,1,Yes,No,12.9,100.0,13.0,0,0,Medium,Jan,High,No,No,No,None,4,Yes,High,1.19,2,3,No,0,34.2,22.8,Increasing,Medium,Unknown,High,80.2,Increasing,Yes,No,High,No,No,No,No,No,No,No,3,0,2,41.7,3,0,0,1,4.2,13.2,-13.4,3.9,3.0,-9.5,1.3,34,29.4,Stable,30.2,No,0,0,0,1,0,0,0,0,0
2087,Vertex Systems,676,Mid-Market,19800000,Professional Services,Professional Services - Sub2,East Anglia,4,1,Private,Standalone,GDPR,No,No,Series B+,0.3,43.1,1,0,0,0,0,0,0,0,0,0,0,0,0,Cisco,No,Fully Managed,51600,36,62,4,3,A la carte,76.8,67.4,55.3,0.98,14.6,1.2,9,251,3,1,17.1,0,45.1,46,9,184,6,0,1.9,2,12,Medium,23.7,13.4,1,1,49,80.8,Ad-hoc,64,7,47,14,3,Mixed,37,54.7,7.8,1.68,15.43,6.4,-0.5,1,Unknown,No,-14.6,84.2,6.2,1,0,Medium,Oct,Low,No,No,Yes,VP,2,No,Low,0.25,40,0,Yes,4,77.3,19.1,Stable,Medium,Unknown,Medium,29.8,Stable,No,No,Medium,No,Yes,No,No,No,No,No,1,1,2,42.1,4,1,1,2,0.5,1.7,-7.4,3.4,-2.8,-4.5,-14.9,70,20.0,Stable,59.7,No,1,0,1,0,1,0,0,0,1
2088,Cascade Corp,344,Mid-Market,9900000,Public Sector,Public Sector - Sub1,Scotland,2,1,Private,Standalone,GDPR,No,No,N/A,8.7,61.9,0,0,0,1,1,0,0,0,0,0,0,0,0,Cato Networks,No,Fully Managed,30000,12,39,13,4,A la carte,35.3,30.4,50.4,1.08,8.2,2.08,42,25,4,1,68.1,1,61.9,44,10,280,8,2,4.6,2,18,Medium,54.9,13.9,1,1,-4,25.2,Annually,40,7,15,26,7,Mixed,65,12.6,5.8,2.79,12.96,17.5,-14.1,4,Yes,No,35.1,77.3,3.3,1,1,Low,Jul,Medium,No,Yes,No,C-Suite,1,No,Low,1.08,10,3,No,0,45.4,41.9,Stable,Low,Unknown,Medium,50.1,Increasing,No,No,Low,Yes,No,No,No,No,No,Yes,0,4,1,23.2,9,1,1,2,-7.2,-16.0,2.6,3.5,-8.3,1.4,-1.1,1,17.4,Worsening,41.2,Yes,0,0,0,0,0,0,0,0,0
2089,Beacon & Co,114,SMB,4000000,Financial Services,Financial Services - Sub3,Midlands,1,1,Private,Subsidiary,FCA/PCI,No,No,N/A,3.2,48.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Palo Alto Networks,Yes,Self-Managed,8000,12,10,9,1,Bundle,43.4,42.6,61.9,0.8,-15.3,1.07,1,91,10,1,60.4,1,38.7,67,8,548,1,3,8.0,24,18,Low,34.1,6.5,3,1,36,45.0,Annually,17,117,58,43,5,Mixed,63,-7.3,32.4,2.81,19.76,25.0,19.4,2,Yes,No,11.1,82.9,22.6,2,0,High,Jul,Low,No,Yes,No,Manager,3,Yes,Medium,0.2,17,0,No,4,76.7,31.2,Increasing,Medium,Yes,High,37.7,Stable,Yes,No,Low,No,Yes,Yes,No,No,No,No,6,3,3,50.8,8,0,1,1,2.6,10.1,8.2,-7.4,3.9,4.2,-16.4,60,18.4,Improving,14.1,No,0,0,0,0,0,1,0,0,1
2090,Beacon & Co,419,Mid-Market,19600000,Healthcare,Healthcare - Sub3,South East,2,1,Private,Standalone,HIPAA-equiv,No,No,Post-IPO,-15.0,64.3,1,0,0,0,0,0,0,0,0,0,0,0,0,Versa Networks,No,Co-Managed,35100,24,40,7,3,Bundle,66.1,45.2,84.8,2.05,21.2,1.05,17,41,30,1,32.9,2,60.8,65,18,803,3,1,5.4,10,12,Medium,33.6,0.0,2,0,51,76.5,Quarterly,29,92,40,46,2,Mostly High,5,8.2,11.0,4.46,5.54,14.6,-9.5,5,Yes,No,35.5,81.2,13.1,3,0,Low,Apr,Medium,Yes,No,Yes,C-Suite,3,No,High,0.79,21,3,No,2,90.0,50.9,Decreasing,High,No,Low,63.7,Stable,No,No,Medium,No,No,No,No,No,Yes,No,6,4,5,24.7,13,2,1,1,11.0,41.8,-3.3,3.0,8.6,-6.1,10.8,208,19.9,Stable,67.4,No,0,0,0,0,0,0,0,1,0
